id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
887589023340895136,513912311,Room in hotel,Private room,2 shared baths,"Genève, Switzerland",Chambres côte à côte n°1 Hôtel Les Nations 3*,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",4,2.0,2.0,3.0,160.0
887614541730096446,513912311,Room in hotel,Private room,1 bath,"Genève, Switzerland",Chambre Triple sans ascenseur Hotel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",3,1.0,1.0,3.0,100.0
888968727765828953,12951675,Entire home,Entire home/apt,2 baths,"Versoix, Genève, Switzerland","Villa ""Harmonie"" Versoix, Genève","Villa Harmonie is a cozy house in a residential area of Versoix. It is close to the lake, the forest and rivers, international organizations, the airport and the train.",8,2.0,4.0,8.0,300.0
889190622065558997,105728074,Entire home,Entire home/apt,1.5 baths,"Hermance, Genève, Switzerland",Maison atypique proche du lac,"Our pretty wooden house is located in the charming village of Hermance (14 km from Geneva), which is famous for its authenticity and picturesque character. It is 100 m from the lake, which offers stunning views and a multitude of outdoor activities.<br /><br />With these three floors that each have their own vibe and style, you can relax in the warm and comfortable lounge, prepare tasty meals in the well-equipped kitchen, or relax in the spacious room.",4,1.5,1.0,2.0,127.0
890986396120437360,15495526,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Cozy luminous apartment & romm in 100m2 duplex!,Stylish & cosy duplex close to train station and must-see destinations in Geneva!,2,1.0,2.0,1.0,130.0
892851971946195417,489817763,Entire rental unit,Entire home/apt,3 baths,"Genève, Switzerland",Appartement grand luxe 7 pièces Genève-Champel,"Beautiful and spacious luxury apartment. Quiet location in the greenery with all amenities nearby. Clinique Beau-Séjour, Hirslanden, HUG, De La Tour, UN Palexpo. Relax in this unique and tranquil space.",6,3.0,3.0,3.0,857.0
898532252363752475,20063697,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement vintage plein centre,"Charming bright, vintage and cozy apartment, in an old building in downtown Geneva  <br /><br />- A large bedroom with two singles<br />- A great living room with upstairs bed that can accommodate 2 people<br />- A fully equipped kitchen<br />- A balcony set up for outdoor dining<br /><br />15 minutes walk from the old town and the lake, 10 minutes from Champel train station (CEVA), 5 minutes from a beautiful park (Part Bertand), many buses nearby.",4,1.0,1.0,3.0,149.0
899189419710273183,53339430,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Geneva Gem! 4.9-Rated Apt for 4! Inc Free bus pass,"A short 10 min journey from Geneva's city center. With over 100 glowing reviews and a 4.9-star rating.<br />Stay Includes:<br />Free public transport pass.  <br />Convenient Location: Nestled in the St. Jean/Charmilles district, you'll have quick and easy access to the airport and main train station.<br />Welcome Treats: Arrive to a refreshing drink and delicious chocolate, ready to kickstart your Geneva adventure.<br />Book Now to Secure Your Stay in This Popular Apartment!",4,1.0,2.0,2.0,178.0
901999540349363400,114495652,Entire home,Entire home/apt,1.5 baths,"Meinier, Genève, Switzerland",Havre de verdure,"Old house in the Geneva countryside surrounded by a large garden, while being close to the center of Geneva, 10 min by car or 25 min by public transport (stop 100 m away). The house is located in a village with small local shops (larger shops 3 km away).  Very nice walks to do in the surroundings of the house.",4,1.5,2.0,2.0,169.0
902235916116201076,174223166,Private room in rental unit,Private room,1 shared bath,"Petit-Lancy, Genève, Switzerland",Spacious and comfortable bedroom in Geneva,"it's a comfortable, cozy and spacious bedroom inside an apartment. It is perfect for one or a few nights for a single individual or a couple. You will have your space and your privacy. you will be sharing the bathroom,  kitchen, living-room and balcony with me. There's no tv in the bedroom. My appartment is right across a bus/tram stop that will take you in downtown Geneva in 10 mns and 20 mns to and from the station and airport.",2,1.0,1.0,1.0,71.0
902738931318046775,30064883,Private room in serviced apartment,Private room,1 private bath,"Pregny-Chambésy, Genève, Switzerland",Convenient and Cozy Haven,"Welcome to our cozy retreat! This unique and inviting apartment is located in the lower level of our home!<br /><br />Nestled in a quiet residential neighbourhood, our basement provides a comfortable and private space for your stay. You'll have access to a spacious and well-furnished bedroom, complete with a comfortable bed, and ample storage for your belongings, a bathroom, a fully-equipped kitchen, and a cozy living room where you can relax and unwind.",2,1.0,1.0,1.0,120.0
904807819740590802,475271807,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland","Cozy room, 10 minutes walk to UN","Make life easier at this peaceful, centrally located home.<br />All Geneva very close to you . Only 10 minutes from the airport and 15 minutes from Gare Centrale.",1,1.5,1.0,0.0,90.0
906449809332508298,48569885,Entire home,Entire home/apt,2 baths,"Bellevue, Genève, Switzerland",Jolie petite maison blanche,"This family home is located on the doorstep of Geneva center, close to the airport and international organizations. It is a safe accommodation, little passage (at the end of a path) with a pleasant neighborhood. The town offers a vita course close to the accommodation, as well as trails for walks. The village center is about twenty minutes' walk away, offering restaurants, summer bars, a gas station, and access to Gitana Beach. Possibility to take the CGN boat",3,2.0,2.0,2.0,172.0
907728059903618407,518515703,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Studio en attique au calme, avec petite terrasse.","Refurbished studio, very quiet with sofa bed (mattress)  and terrace.<br /><br />Close to train station (3 bus stops), city center (6 stops) and international organizations (2 stops).",2,1.0,0.0,1.0,130.0
907801081921976401,30863593,Entire rental unit,Entire home/apt,1 bath,"Chêne-Bourg, Genève, Switzerland",appartement avec grande terrasse,Quiet apartment and 15 minutes by tram from the center of Geneva. The large terrace allows you to have your meals outside and admire nature. Public transport is 150 m away. Chêne-Bourg train station is a 7 min walk away and allows you to quickly arrive from Cornavin station or the airport.  Enjoy both the quiet views of a beautiful garden and proximity to the supermarkets (COOP/Migros/Aldi/Denner) which are a 5-minute walk away.,4,1.0,1.0,2.0,190.0
907899488802309585,141452870,Private room in rental unit,Private room,1 bath,"Genève, Switzerland","Chambre, au cœur de Genève","Very spacious room with a double sofa bed, a table.<br />Very central accommodation five minutes walk from Lake Geneva and close to all the shops.<br />Window overlooking a quiet alley.<br />Fully equipped kitchen, and bath with bathtub.<br />Wifi access",2,1.0,1.0,1.0,87.0
908558957965719740,39900756,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",85m2 au centre-ville à 2 minutes du jet d’eau,"Ideally located in a modern and secure building, it is surrounded by a multitude of restaurants/bars and the supermarket, pharmacy and bus stop are just downstairs.<br /><br />Family home, it can accommodate up to 6 guests and a cot. <br />In addition, it is fully equipped:<br />- Super fast internet connection<br />- flat screen with tv subscription <br />- washing machine,<br />- dishwasher<br />- microwave<br />- toaster<br />- coffee machine (Nespresso coffee and tea are offered)",6,1.0,2.0,3.0,290.0
914458065410783762,3737690,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Petit bijou en Vieille Ville,"72 m2 apartment at the heart of Old Town and 2 steps from the low streets. Shops, buses, restaurants nearby.",4,1.0,1.0,2.0,190.0
915091367489160354,3528377,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Executive Suite - GVA Heart,"This sunny and spacious flat is located in the exclusive Eaux-Vives just one block from the Jet d'Eaux with one lovely bedroom an open kitchen, toilet and bathtub. Close to everything and a must stay for those new or old to beautiful Geneva.",2,1.0,1.0,1.0,149.0
918004668699022803,505577360,Entire rental unit,Entire home/apt,1 bath,"Petit-Lancy, Genève, Switzerland",Free Parking! Budget Apartment for 3 people,"Quiet and well-located apt, perfect for 3 guests. Some wear and tear on it. Situated in an old building with affordable rent prices, it offers easy access to both the city center and Procter & Gamble,making it an ideal choice also for business travelers. The apartment features a spacious terrace. With a 15-minute commute, you can reach the bustling city center, where you'll find a wealth of attractions, shops, and restaurants to explore.",3,1.0,1.0,2.0,116.0
918086924364312951,521055676,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement hôtel particulier,"Simplify your life in this peaceful and central home, from there everything is within walking distance.<br />Located on the 1st floor of a 17th century mansion, in the very center of this beautiful city, the very spacious apartment will bring you calm and relaxation before going out for a meal in the old town where restaurants abound.<br />On-site parking is available on request 50.-/24 h",4,1.0,2.0,2.0,331.0
919442312483941936,521400552,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Chambre privé a Genève,Spacious room with 3 sleeping spaces in the most central location of Geneva Near the train station and Lake Geneva (Quartier Rouge👠💋),3,1.0,1.0,2.0,86.0
922288534158726503,116734461,Entire home,Entire home/apt,1 bath,"Collonge-Bellerive, Genève, Switzerland",Unique Guesthouse in Collonge,"A very unique Guesthouse for up to 6 guests. Located in the tranquil village of Collonge-Bellerive with views overlooking Lake Geneva, this newly renovated guesthouse boasts 3 bedrooms. Its a great place to stay for long or short term whether in quest of a quiet getaway or if you are in town for business.<br /><br />We are only a 14 minute Bus or Car Ride into Geneva's town centre, bus stop is a 3 minute walk away.",6,1.0,3.0,4.0,255.0
922332098622371068,65430877,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Bright 1 Bedroom Apt Near Lake,"Charming apartment, carefully designed to offer optimal comfort, located in the heart of the trendy Eaux-Vives district in Geneva, just one block away from the beautiful Lake. With 1 spacious bedroom, this is perfect for a couple or a solo traveler seeking comfortable and modern accommodation. The apartment features a fully equipped kitchen and a large terrace.<br /><br />Amazing location: within minutes of walking, you'll find numerous restaurants, shops, 24/7 stores, supermarkets, pharmacies, etc...",2,1.0,1.0,1.0,190.0
923004230182893169,419901673,Entire rental unit,Entire home/apt,1 bath,"Carouge, Genève, Switzerland","""Luffy"" Great Apartment in Downtown Geneva!","My place is good for solo/couples working/studying abroad in Geneva, my place is available for a couple weeks/months.<br /><br />Ideally situated  in Geneva downtown, you'll be able to have everything around, restaurants, cafes, stores, bars, clubs, parks, etc.<br /><br />Lovely and quite neighborhood!<br /><br />Transportation is in front of the building. It will take;<br /><br />5min. to Pont-Rouge, 9min. to Geneva Old Town, 13min. to Geneva Train Station, 19min. to United Nations.<br /><br />(Apartment will be without personal belongs)",2,1.0,1.0,1.0,99.0
923603494342209687,513912311,Room in hotel,Private room,2 baths,"Genève, Switzerland",Chambres côte à côte2 sans ascenseur Hôtel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",4,2.0,2.0,3.0,120.0
924657405468058705,513912311,Room in hotel,Private room,1 bath,"Genève, Switzerland",Chambre Double 3 sans ascenseur Hotel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",2,1.0,1.0,1.0,70.0
924681184427409140,513912311,Room in hotel,Private room,1 bath,"Genève, Switzerland",Chambre Individuelle1 sans ascenseur Hotel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",1,1.0,1.0,1.0,50.0
924782008435150164,48450653,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Appartement élégant et central à Genève,"Enjoy a stylish and central home, you have public transport, shops and many restaurants in the immediate vicinity of the apartment. It is a bright 85m2 1st floor apartment with elevator. It consists of a living room, a fully equipped kitchen, with all kitchen utensils, cutlery and appliances. There are also 2 beautiful bedrooms, a bathroom with bath, toilet and sink, an independent guest room.",4,1.5,2.0,2.0,205.0
925113745189387085,513912311,Room in hotel,Private room,1 bath,"Genève, Switzerland",Chambre Individuelle2 sans ascenseur Hotel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",1,1.0,1.0,1.0,50.0
925124342101911298,513912311,Room in hotel,Private room,1 bath,"Genève, Switzerland",Chambre Individuelle3 sans ascenseur Hotel Nations,"In the heart of the City of Geneva, Hotel Les Nations has a quiet location close to two large parks. From there you reach Cornavin Station in just 5 minutes and in a few steps you can reach international organizations.<br /><br />The hotel has 73 modern rooms with an attractive design. We are also equipped with free wifi.",1,1.0,1.0,1.0,50.0
925989848617562151,80479131,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Closest to Cornavin and the lake,Your family will be close to everything when you stay at this centrally-located place. <br />Variety of restaurants and shops in the surrounding area.<br />The apartment is well distributed and cozy.,2,1.5,1.0,1.0,117.0
926025868837170304,523086907,Private room in rental unit,Private room,1.5 baths,"Genève, Switzerland","Room in Eaux-Vives, Geneva","Welcome to our apartment in the vibrant and central Eaux-Vives neighborhood in Geneva! <br />The room is furnished with a queen size bed, two bed side tables and a dresser. <br />Bathroom, kitchen and living-room are shared with us.<br />The apartment is on the 1st floor, no lift available.<br /><br />Centrally located:<br />- 2 min walk from Eaux-Vives train station<br />- 5 min walk from the lake (Jet d'Eau)<br />- 5 min from major public transports (Villereuse, Place des Eaux-Vives, Rue 31 Decembre)",2,1.5,1.0,1.0,91.0
926538953955685854,44339005,Private room in villa,Private room,1 private bath,"Vésenaz, Genève, Switzerland",Un écrin de verdure,"Quiet, greenery 10 minutes from the city and 3 min from the Lake",2,1.0,1.0,1.0,135.0
927486991848483076,49182596,Entire home,Entire home/apt,1.5 baths,"Genthod, Genève, Switzerland",Maison sur 2 étages avec jardin,This peaceful home offers a relaxing stay for the whole family.,8,1.5,4.0,4.0,230.0
931875061935262126,23561154,Entire home,Entire home/apt,2.5 baths,"Collonge-Bellerive, Genève, Switzerland",Lavish 4BDR Oasis - Lake access Collonge-Bellerive,"Welcome to our serene and sumptuous 3-bedroom oasis, nestled in the highly desired neighborhood of Collonge-Bellerive, Geneva. This splendid house offers a truly unique experience with its direct access to the picturesque LAKE LEMAN (50 meters away) through the exquisite garden while having the opportunity to enjoy delightful beach activities, the local camping amenities, and the lake restaurant. <br />This home offers accommodation for up to 7 guests in a prime convenient location.",7,2.5,4.0,3.0,324.0
932470138309835178,485806738,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",P&R Luxurious studio garden,"Luxurious studio with a spacious garden, composed with a fully equipped kitchen, living room with dinning table, sofa and a king size bed. Access to a balcony and a garden of 20m2. The dressing room completes the bathroom. <br />Washing & dryer available.",2,1.5,1.0,1.0,160.0
933157686456440306,174223166,Private room in rental unit,Private room,1 bath,"Petit-Lancy, Genève, Switzerland",Cozy & high quality bed &bedroom,My bedroom is a Japanese-style with a big and extra comfortable Japanese bedroom. The bedroom is  very spacious with a unique beautiful style and original decoration.  The atmosphere is quiet and you will sleep soundly. This is a place that is lived which means there will be items that belong to me. This bedroom is very precious so please don't touch or disturb anything.,2,1.0,1.0,1.0,80.0
934712654105958070,466885079,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Quiet paradise in the old town,"Discover our authentic apartment  in Geneva's historic old town, located at just 10 minutes walk to the lake and surrounded by  museums, cafes, shops and restaurants. You will enjoy our calm apartment surrounded by nature and birds in the inner courtyard. During your stay, you will be able to experience the best of both worlds : relish the vibrant city, while savoring the tranquility and peacefulness  of the apartment.",2,1.0,1.0,1.0,145.0
939735278439640518,349048699,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Duplex au centre ville,"Magnificent super well located duplex apartment has a living room to eat a living room, a balcony with a nice view, a kitchen on the first floor and on the second floor, a bedroom and a bathroom.<br />Below the building you have a super Spanish restaurant supermarkets one minute walk away and parking spots nearby.<br />It is located in the plainpalais neighborhood 10 minutes from Gare de Cornavin<br /><br />Thanks to the central location of this home, you and yours will have everything at your fingertips.",2,1.0,1.0,1.0,106.0
941065744757905511,49154053,Private room in rental unit,Private room,1.5 shared baths,"Meyrin, Genève, Switzerland",Terrasse privée avec vue sur les montagnes - CERN+,"Enjoy the charm and calm of a large bright room with a private terrace overlooking the Jura and Mont Blanc.<br /><br />Just steps from tram line 18, direct access to the city center (20 min from Cornavin station), CERN (5-10 min by Tram or by car).<br /><br />Close to the airport, quick and easy access: approx. 10 min by car, approx. 25 min by Bus/tram.<br /><br />King size bed very comfortable. TV and office in the room. Shops and restaurant nearby.",2,1.5,1.0,1.0,70.0
942107088802235808,36695139,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Stylish Lakeside Home by the Jet d'Eau,"Situated in the heart of the city in the Eaux-Vives neighbourhood, only footsteps away from the lake & Jet d'eau, enjoy this newly renovated and bright 4th floor 1-bedroom home. <br /><br />Next door you will find my favourite Italian speciality shop with a great selection of wine & snacks. This home has been tastefully decorated and furnished, ready for you to enjoy :) <br /><br /><br />Transport links within 200 meters<br />Tram 12, 17 <br />Bus 2, 6, 7, 9, 10, 33, 271, A, E, G<br />Ferry terminal",3,1.0,1.0,1.0,170.0
943202090762185823,273734321,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Deluxe 2 bedrooms apartment in Champel 331000,"Well located and surrounded by a nice park this apartment offers calm; centrality and greenness. The 2 bedrooms allow a small family to be comfortably installed with a spacious kitchen and balcony. This modern decoration allows feeling space, luminosity and comfort.",4,1.0,2.0,2.0,350.0
943332344308527209,127973055,Entire loft,Entire home/apt,1 bath,"Versoix, Genève, Switzerland",Spacious Loft studio surrounded by greenery,"Newly renovated and spacious top floor studio apartment in Versoix. Fully furnished with a kitchen and washing machine. Living area ca. 40m2 with large terrace and view of the forest. Access to garden with BBQ possible. <br />Excellent public transport connections to Geneva (UN district, downtown airport). 5-8 min walk to buses 54 and 50. 17-min walk to Versoix train station. <br />Parking extra fee: 10chf/day, 50chf/week, 100chf/month<br />Mattress for 3rd guest available on request, extra fee 25chf/day",2,1.0,1.0,1.0,100.0
952867177184542225,530475271,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Private apartment very well located !,This comfortable apartment perfectly located in the Acacias district between Carouge and Plainpalais offers easy access to all sites and amenities. Bus and tram nearby.,2,1.0,1.0,1.0,70.0
957124457593313399,531576304,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Zentrium,"Spacious and fully renovated apartment with a central location: located 5 minutes' walk from the train station and 12 minutes from the lake. With its living room and 2 bedrooms including a functional office, it offers optimal comfort whether you are on a business trip, a conference or vacation. Its neat and modern design make it a perfect place to feel at home. The apartment has plenty of storage and its kitchen is fully equipped.",4,1.5,2.0,3.0,189.0
958636830336384370,169208491,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy Geneva Garden Apt | UN,"Charming One-Bedroom Apartment with Private Garden in Geneva<br /><br />Welcome to our cozy haven in the heart of Geneva! Experience the unique charm of the Old Geneva style with modern comforts, all nestled in a spacious 70 square meter apartment. With its high ceilings, intricate ceiling moldings, and a touch of local history, this apartment offers a warm and inviting atmosphere that's perfect for a comfortable stay.",4,1.0,2.0,2.0,110.0
960940162199784221,48450653,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cocoon glamour et confortable centre de Genève,"In a beautiful old building with elevator, charming 70m2 apartment.<br />It consists of two spacious bedrooms with closets, bedding,quality and und<br />A fully equipped dining kitchen, oven, induction stove, fridge, coffee maker, cutlery, cooking utensils.<br />Bathroom with bathtub.<br />Ideally located in the center of Geneva close to several supermarkets, restaurants, shops, boutiques, bakery, pharmacies, etc.<br />Multiple public transport, bus, tram, train",4,1.0,2.0,2.0,190.0
962337571373962635,327388849,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Ginebra Central lado del lago Leman 5 o 6 personas,"Enjoy a luxurious experience in this central accommodation<br />very central you have the lake a 4 minute walk and  the train station 7 minutes  walking where you have connection  to the airport  in just 10 minutes and you also have many restaurants, supermarkets and shops just a few steps from the accommodation.<br />Inside the apartment  you have everything you need to cook and rest.",5,1.0,2.0,3.0,175.0
963827213264843784,241274491,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Jet d’eau view,"Enjoy stylish, central accommodation.<br />This sunny and comfortable apartment is located in the banking district. It is tastefully furnished and perfect for up to 4 to 6 people. You will find many restaurants and shops nearby and 5 mins from the exclusive Place de Bel-Air and rue du Marché and only 5 min walk from the old town. Perfect for extending your stay or discovering Geneva.",4,1.0,2.0,2.0,204.0
966651716905762140,56767647,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",My Cozy Home,"Enjoy a stylish, central accommodation in the heart of Geneva. 5 min walk to downtown, 10 min to the lake is ideal for small stays in Geneva. Very bright and relatively quiet, this apartment offers you the best value for money/location.",2,1.0,1.0,1.0,109.0
973076962697385224,490486052,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Grand studio au centre-ville de Genève,"Welcome to our charming studio in a small building, ideally located in the Eaux-Vives district, in the heart of Geneva.<br /><br />Whether you are traveling for work or on vacation, our fully equipped studio will be your perfect pied-à-terre to explore this beautiful city.<br /><br />1-minute walk from the lakefront, enjoy the many shops, bars, restaurants...<br /><br />Perfectly suitable for a couple with 2 children - extra bed.<br /><br />We look forward to welcoming you to Geneva",4,1.0,0.0,3.0,99.0
976728617813849871,159305579,Entire rental unit,Entire home/apt,1 bath,"Versoix, Genève, Switzerland","Joli appartement,vue sur lac","Located in Versoix, a 3 minute walk to the station that leads to Geneva (15 min by train).  All amenities (store, post office, pharmacy, bakery, etc.) in the village of Versoix. <br />10 minutes walk to Lake (Port Choiseul) and forest.<br />Magical lake and mountain views. <br />Simple but pleasant and well-equipped apartment.",2,1.0,1.0,1.0,110.0
977388635801034160,222455985,Private room in home,Private room,1 shared bath,"Le Grand-Saconnex, Genève, Switzerland",Single Bedroom with Shared Bathroom,"Private single bedroom in a Swiss villa. Close to the United Nations (10 min by car,  20 min by bus/walk), Palexpo (8 min by car, 25 min by bus/walk), Airport (6 min by car, 17 min by bus/walk). Shared bathroom, kitchen, laundry room and garden. Close to bus stop ""Grand Saconnex, Giacometti"" (5 min. walk). WiFi available.",1,1.0,1.0,0.0,50.0
978071176272632438,17675448,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Chic Central Apt: Lake Proximity,"This centrally located apartment features two spacious bedrooms for your comfort. Enjoy convenience with the lake and train station nearby, along with supermarkets like Lidl and Coop just steps away. The inviting interiors cater to guests of all ages. Whether exploring history, indulging in cuisine, or seeking relaxation, this apartment is your perfect base. Step into a lively neighborhood with shops, cafes, and culture. Your Geneva family getaway begins here!""",4,1.0,2.0,2.0,196.0
980074497596758204,3528377,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Comfortable Studio / Old Town',"Prime Location! Cosy studio, in the heart of the Old Town<br /><br />One of the most popular neighborhoods of Geneva<br />Close to shops, train station, restaurants and the lake",2,1.0,1.0,1.0,100.0
983116033962936051,48450653,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Appartement bord du lac Genève,"This property in the pop art spirit is located in the trendy Pâquis district.<br />The through and sunny apartment has all the comforts, designer furniture, fully equipped kitchen, bathroom with bathtub and double sinks and balcony shooting with views of the neighborhood ideal for breakfast.<br />Wifi and smart TV.",4,1.5,2.0,2.0,210.0
984862676708761747,213181164,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Bel appart. Florissant/Malagnou,"You will feel good in this Beautiful apartment in a very good location, bus at the bottom of the building, easy airport access by bus and train, bright with beautiful view, pleasant and spacious. <br /><br />Fully-equipped kitchen <br /><br />Separate bathroom and toilet<br /><br />Commerce within walking distance of the building<br /><br />Parties are not allowed<br /><br />The residence is very quiet as well as the neighborhood",4,1.0,1.0,1.0,150.0
986810243508709255,173303745,Entire home,Entire home/apt,1 bath,"Le Grand-Saconnex, Genève, Switzerland","Maison du Jonc, un havre de paix à Genève-Aéroport","This stylish accommodation is perfect for guests who want to be in the clame and close to all amenities.<br /><br />This home is in a terraced house a 8-minute walk from the airport and SBB train station.<br /><br />Home access by stairs.<br /><br />A beautiful terrace surrounded by greenery with outdoor lounge and dining table awaits.<br /><br />To get to the city center, 5 minutes  by train from the airport.<br /><br />There is no parking lot available at the moment.",3,1.0,2.0,2.0,249.0
988367204739057965,45260002,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Entire apartment: 3 bedrooms + 1 kitchen/living,"Charming 100m2 apartment on 3rd floor, facing Cropettes park, very bright. <br />Fully equipped kitchen, washer, dryer. Large bathroom. Separate toilet with sink. 1 spacious bedroom with queen-size bed, 2 smaller bedrooms with single beds.  Wifi, central heating.  Ideal for 3 individuals or a family of up to 4 people.",4,1.5,3.0,1.0,180.0
997795224175320022,38699607,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Apartment with river view,"Enjoy a stylish and central accommodation.<br />Nice central apartment and the living room has a view of the Arve river. The apartment is close to the tram, shops, restaurants, pharmacies, hospital and universities.",2,1.0,1.0,1.0,95.0
999100880064768497,36695139,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Cozy home right by Lake Geneva & Park La Grange,"Welcome to our little but delightful 1-bedroom apartment nestled in Eaux-Vives, where comfort and convenience meet the tranquillity of Park Bertrand just steps away. Whether you're a nature enthusiast, a city explorer, or a leisure traveller, this location offers the perfect blend of relaxation and urban adventure.",2,1.0,1.0,1.0,81.0
999897547454562762,541382674,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement de standing au centre de Genève,"Luxury apartment in the city center! A spacious and comfortable bedroom, bathroom with bathtub, guest toilet and fully equipped kitchen open to the living room. Living and bedroom have TV screens. Ideally located (city center: 10'on foot / 3' by public transport) in the heart of a dynamic neighborhood with shops, restaurants and bars in close proximity. Public transportation is only a 1' walk away. Private parking space included. Beautiful mountain/city view",2,1.0,1.0,1.0,210.0
1004937298116337322,541784915,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",appartement,"The apartment has easy access to all sites and amenities, bus stop, migros and park",2,1.5,1.0,1.0,110.0
1006520123902174696,202798318,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement spacieux au centre de Genève,"A beautiful apartment of about 100 square meters located in a quiet and central area of Geneva. There are also two balconies (living room side and bedroom side). <br />If you have any specific questions or requests, we are at your service to offer you the best possible stay. <br />Feel free!",2,1.0,1.0,1.0,239.0
1006675983024300031,6475718,Private room in rental unit,Private room,1 bath,"Genève, Switzerland","Sky view room in Geneva’s heart, vegan","Bright and contemporary private room in Geneva. <br /><br />Features:<br />- Expansive windows with modern shutters, allowing ample sunlight.<br />- Chic wooden flooring in a herringbone pattern.<br />- Cozy (extendable) single bed with storage.<br />- Inviting workspace with a view.<br />- Tasteful decor, including a handcrafted ceiling pendant and vibrant artwork.<br />- Green touches with potted plants for a refreshing ambiance.<br /><br />This room offers a blend of comfort and style, making it ideal for both work and relaxation.",2,1.0,1.0,1.0,69.0
1015304619960484476,541677806,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement dans le vieux Genève,"In the heart of Geneva, this apartment offers you an exceptional space to share quality time for two. Its entrance to an enchanting private courtyard of the 18th century offers a real shield of serenity, far from the buccane of cars. The birds' songs will welcome you when you return from walks in old Geneva. <br /><br />Lakefront, cathedral, parks, museums, old town and merchant streets are less than a 10-minute walk away and offer an unbeatable Geneva experience.",2,1.0,1.0,1.0,155.0
